state,polling_place,premises,address,suburb,postcode,wheelchair_access,match_source,match_type,latitude,longitude
NSW,Wallacia,Wallacia Public School,171 Mulgoa Rd,WALLACIA,2745.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8624,150.642
NSW,Warragamba,Warragamba Public School,Weir Rd,WARRAGAMBA,2752.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8909,150.605
NSW,Wedderburn,Wedderburn Outdoor Resource Centre,Wedderburn Rd,WEDDERBURN,2560.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-34.13,150.814
NSW,Welby,Welby Community Hall,Currockbilly St,WELBY,2575.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-34.4409,150.424
NSW,West Hoxton,West Hoxton Union Church Hall,Twentysecond Ave,WEST HOXTON,2171.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.9223,150.833
NSW,Wilton,Tim Blair Community Centre,Broughton St,WILTON,2571.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-34.2356,150.694
NSW,Yanderra,Yanderra Public School,Harley St,YANDERRA,2574.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-34.3225,150.571
NSW,Yerrinbool,Yerrinbool Progress Hall,Sunrise Rd,YERRINBOOL,2575.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-34.3697,150.542
NSW,Avalon,Avalon Community Centre,Old Barrenjoey Rd,AVALON,2107.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.6355,151.329
NSW,Barrenjoey,Barrenjoey High School,Tasman Rd,AVALON,2107.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.6303,151.334
NSW,Bayview,Bayview Yacht Racing Association,1842 Pittwater Rd,BAYVIEW,2104.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.6575,151.295
NSW,Beacon Hill,Beacon Hill Community Centre,Willandra Rd,BEACON HILL,2100.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.7534,151.262
NSW,Bilgola Plateau,Bilgola Plateau Primary School,Plateau Rd,BILGOLA PLATEAU,2107.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.6448,151.314
NSW,Collaroy,Collaroy Masonic Hall,1183 Pittwater Rd,COLLAROY BEACH,2097.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7281,151.299
NSW,Collaroy Plateau,Collaroy Plateau Primary School,Plateau Rd,COLLAROY PLATEAU,2098.0,N,google geocode,GEOMETRIC_CENTER,-33.7354174,151.2920683
NSW,Coster Street,Frenchs Forest Kindergarten,7 Coster St,FRENCHS FOREST,2086.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7478,151.24200000000002
NSW,Cromer,Cromer Primary School,Carcoola Rd,CROMER,2099.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7378,151.274
NSW,Cromer East,Cromer High School,South Creek Rd,CROMER,2099.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7381,151.284
NSW,Dee Why,Dee Why Primary School,Fisher Rd,DEE WHY,2099.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7486,151.286
NSW,Dee Why Central,St. Kevins Church Hall,57-59 Oaks Ave,DEE WHY,2099.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.7543,151.29
NSW,Dee Why East,St Johns Anglican Church Hall,Avon Rd,DEE WHY,2099.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.7536,151.297
NSW,Elanora,Elanora Primary School,Elanora Rd,ELANORA HEIGHTS,2101.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.7027,151.284
NSW,Forest High,Forest High School,Frenchs Forest Rd,FRENCHS FOREST,2086.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7499,151.231
NSW,Lagoon Street,St Josephs School Hall,21 Lagoon St,NARRABEEN,2101.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.7128,151.299
NSW,Mona Vale,Mona Vale Community Centre,Pittwater Rd,MONA VALE,2103.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.6765,151.304
NSW,Mona Vale Beach,Mona Vale Surf Club,Surfview Rd,MONA VALE,2103.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.6782,151.314
NSW,Mona Vale Hospital,Mona Vale District Hospital,Coronation St,MONA VALE,2103.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.6857,151.30700000000002
NSW,Mona Vale North,Pittwater High School,Mona St,MONA VALE,2103.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.6698,151.30200000000002
NSW,Narrabeen,Narrabeen Primary School,1299 Pittwater Rd,NARRABEEN,2101.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.7203,151.298
NSW,Narrabeen North,Narrabeen Sports High School,Namona St,NORTH NARRABEEN,2101.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.6997,151.297
NSW,Narraweena,Narraweena Primary School,McIntosh Rd,NARRAWEENA,2099.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7493,151.273
NSW,Newport,Newport Primary School,Stuart St,NEWPORT,2106.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.659,151.313
NSW,Newport Beach,Newport Surf Club,Barrenjoey Rd,NEWPORT,2106.0,N,2010 Polling Places,"Match 02 - state, premises, postcode",-33.6535,151.32299999999998
NSW,Palm Beach,Palm Beach Kindergarten,1053 Barrenjoey Rd,PALM BEACH,2108.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.603,151.32
NSW,RSL Retirement Village,"The Theatre, RSL Retirement Village",Veterans Pde,COLLAROY PLATEAU,2098.0,A,google geocode,GEOMETRIC_CENTER,-33.7255,151.286905
NSW,Scotland Island,Scotland Island Kindergarten,Tennis Wharf,SCOTLAND ISLAND,2105.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.6376,151.292
NSW,Terrey Hills,Terrey Hills Primary School,Cooyong Rd,TERREY HILLS,2084.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.691,151.218
NSW,Warriewood,Ted Blackwood Youth & Community Centre,Jackson & Boondah Rds,NORTH NARRABEEN,2101.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.6969,151.299
NSW,Wheeler Heights,Wheeler Heights Primary School,Veterans Pde,WHEELER HEIGHTS,2098.0,N,google geocode,GEOMETRIC_CENTER,-33.7255,151.286905
NSW,Bilpin,Bilpin Public School,2517 Bells Line of Rd,BILPIN,2758.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.4973,150.516
NSW,Blackheath,Blackheath Public School,Leichhardt St,BLACKHEATH,2785.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-33.6392,150.286
NSW,Blaxland East,Blaxland East Public School,Old Bathurst Rd,EAST BLAXLAND,2774.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7468,150.623
NSW,Bligh Park,Bligh Park Public School,Alexander St,BLIGH PARK,2756.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-33.6393,150.79399999999998
NSW,Bligh Park East,Windsor Park Public School,Rifle Range Rd,BLIGH PARK,2756.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-33.6413,150.814
NSW,Bullaburra,Progress Association Hall,Noble St,BULLABURRA,2784.0,N,google geocode,GEOMETRIC_CENTER,-33.7259267,150.4103072
NSW,Colo Heights,Colo Heights Public School,3018 Putty Rd,COLO HEIGHTS,2756.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.3728,150.739
NSW,Comleroy Road,Comleroy Road Public School,McMahons Rd,KURRAJONG,2758.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-33.5556,150.66299999999998
NSW,Ebenezer,Ebenezer Public School,531 Sackville Rd,EBENEZER,2756.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.5307,150.877
NSW,Faulconbridge,Springwood High School,Grose Rd,FAULCONBRIDGE,2776.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.6858,150.549
NSW,Freemans Reach,Freemans Reach Public School,Kurmond Rd,FREEMANS REACH,2756.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.5594,150.797
NSW,Glossodia,Glossodia Public School,156 Golden Valley Dr,GLOSSODIA,2756.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-33.5305,150.766
NSW,Grose View,Grose View Public School,Grose Wold Rd,GROSE VALE,2753.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.5957,150.666
NSW,Hazelbrook,Hazelbrook Public School,Great Western Hwy,HAZELBROOK,2779.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7269,150.459
NSW,Hobartville,Hobartville Public School,Valder Ave,HOBARTVILLE,2753.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.6033,150.74200000000002
NSW,Katoomba,Katoomba Public School,Merriwa St,KATOOMBA,2780.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7199,150.31799999999998
NSW,Katoomba High,Katoomba High School,Martin St,KATOOMBA,2780.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7277,150.314
NSW,Katoomba Hospital,Blue Mountains District Hospital,Great Western Hwy,KATOOMBA,2780.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7068,150.3
NSW,Katoomba North,Katoomba North Public School,Barton St,KATOOMBA,2780.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-33.6992,150.316
NSW,Katoomba Street,St Hilda's Church Hall,68 Katoomba St,KATOOMBA,2780.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.72,150.31
NSW,Kurmond,Kurmond Public School,Bells Line of Road,KURMOND,2757.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.5499,150.69299999999998
NSW,Kurrajong,Kurrajong C.W.A. Hall,Old Bells Line of Road,KURRAJONG,2758.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.5555,150.662
NSW,Kurrajong East,Kurrajong East Public School,891 East Kurrajong Rd,EAST KURRAJONG,2758.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.510999999999996,150.778
NSW,Kurrajong Heights,Uniting Church Hall,Bells Line of Road,KURRAJONG HEIGHTS,2758.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.5318,150.631
NSW,Lawson,Mid Mountains Community Centre,New St,LAWSON,2783.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.7235,150.42600000000002
NSW,Leura,Leura Public School,Mount Hay Rd,LEURA,2780.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7072,150.306
NSW,Leura Central,St Albans Anglican Hall,137A Megalong St,LEURA,2780.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.7139,150.344
NSW,McGraths Hill,Windsor High School,Windsor Rd,MCGRATHS HILL,2756.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.6156,150.835
NSW,Medlow Bath,Medlow Bath Bush Fire Brigade,Railway Pde,MEDLOW BATH,2780.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-33.6742,150.282
NSW,Mount Riverview,Mount Riverview Public School,Rusden Rd,MOUNT RIVERVIEW,2774.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7298,150.63299999999998
NSW,Mount Victoria,Mount Victoria Public School,Victoria St,MOUNT VICTORIA,2786.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-33.5916,150.254
NSW,Mount Wilson,Mount Wilson Village Hall,Mount Wilson Rd,MOUNT WILSON,2786.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.507,150.366
NSW,North Richmond,North Richmond Primary School,Grose Vale Rd,NORTH RICHMOND,2754.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.5789,150.715
NSW,RAAF Richmond,ALF Corporal Promotions Centre,Richmond 386ECSS,RAAF RICHMOND,2755.0,N,manual,manual,-33.596851,150.78359
NSW,Richmond,Richmond Public School,Windsor St,RICHMOND,2753.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.5993,150.757
NSW,Richmond High,Richmond High School,Lennox St,RICHMOND,2753.0,A,google geocode,GEOMETRIC_CENTER,-33.6010681,150.7517719
NSW,St Albans,School of Arts,Upper Macdonald Rd,ST ALBANS,2775.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-32.4121,152.209
NSW,Springwood,Presbyterian Church Hall,160 Macquarie Rd,SPRINGWOOD,2777.0,N,2010 Polling Places,"Match 02 - state, premises, postcode",-33.6996,150.56799999999998
NSW,Springwood North,Ellison Public School,Ellison Rd,SPRINGWOOD,2777.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.6902,150.586
NSW,Springwood South,Springwood Public School,Burns Rd,SPRINGWOOD,2777.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7055,150.57299999999998
NSW,Tennyson,Tennyson Bush Fire Brigade,246 Tennyson Rd,TENNYSON,2754.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-33.5358,150.737
NSW,Valley Heights,Valley Heights Bush Fire Brigade,Green Pde,VALLEY HEIGHTS,2777.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.7033,150.58
NSW,Warrimoo,Warrimoo Public School,Florabella St,WARRIMOO,2774.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7273,150.599
NSW,Wentworth Falls,Wentworth Falls Public School,Falls Rd,WENTWORTH FALLS,2782.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7249,150.374
NSW,Wilberforce,Wilberforce Public School,Macquarie Rd,WILBERFORCE,2756.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-33.5569,150.844
NSW,Windsor,Windsor Public School,Christie St,WINDSOR,2756.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.609,150.817
NSW,Windsor South,Windsor South Public School,Church St,SOUTH WINDSOR,2756.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.6185,150.804
NSW,Winmalee,Winmalee Public School,Leslie St,WINMALEE,2777.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.6751,150.615
NSW,Woodford,Woodford Bush Fire Brigade,Park Rd,WOODFORD,2778.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7341,150.47
NSW,Yarramundi,Yarramundi Bush Fire Brigade,Springwood Rd,YARRAMUNDI,2753.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.6359,150.66
NSW,Aminya,Aminya Hostel & Nursing Home,Goolgung Ave,BAULKHAM HILLS,2153.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7575,151.0
NSW,Annangrove,Annangrove Public School,185 Annangrove Rd,ANNANGROVE,2156.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.6675,150.953
NSW,Baulkham Hills,The Hills Public School,Mary St,NORTHMEAD,2152.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.7794,151.003
NSW,Baulkham Hills High,Baulkham Hills High School,419A Windsor Rd,BAULKHAM HILLS,2153.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7527,150.99
NSW,Baulkham Hills Hospital,The Hills Private Hospital,499 Windsor Rd,BAULKHAM HILLS,2153.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7447,150.982
NSW,Baulkham Hills North,Baulkham Hills North Public School,Henry St & Girralong Ave,BAULKHAM HILLS,2153.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7527,151.0
NSW,Castle Hill,Castle Hill Public School,Les Shore Pl,CASTLE HILL,2154.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7282,151.005
NSW,Castle Hill East,Excelsior Avenue Child Care Centre,33B Excelsior Ave,CASTLE HILL,2154.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.7384,151.003
NSW,Castle Hill High,Castle Hill High School,Castle St,CASTLE HILL,2154.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7272,150.999
NSW,Castle Hill West,Baulkham Hills Shire Council,Carrington Rd,CASTLE HILL,2154.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.7281,150.97899999999998
NSW,Cattai,Cattai Public School,487 Cattai Rd,CATTAI,2756.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.5588,150.907
NSW,Crestwood,Crestwood Public School,38 Peel Rd,BAULKHAM HILLS,2153.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7494,150.972
NSW,Crestwood High,Crestwood High School,17 Chapel Lane,BAULKHAM HILLS,2153.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7427,150.976
NSW,Eurambie Park,Eurambie Park Child Care Centre,Coonara Ave,WEST PENNANT HILLS,2125.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7447,151.031
NSW,Glenhaven,Glenhaven Public School,Glenhaven Rd,GLENHAVEN,2156.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-33.701,151.004
NSW,Hillside Central,Hillside Public School,122 Cattai Ridge Rd,GLENORIE,2157.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.6044,150.97899999999998
NSW,Hopetoun,"Barton Hall, Hopetoun Village",Gowrie Dr,CASTLE HILL,2154.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7285,151.025
NSW,Jasper Road,Jasper Road Public School,Jasper Rd,BAULKHAM HILLS,2153.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7611,150.982
NSW,Kellyville,Kellyville Public School,Windsor Rd,KELLYVILLE,2153.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7114,150.957
NSW,Kenthurst,Kenhurst Public School,111 Kenthurst Rd,KENTHURST,2156.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.6654,151.004
NSW,Kilvinton,Phillip Lodge (5th Fl) Kilvinton Village,James Cook Dr,CASTLE HILL,2154.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-33.73,151.018
NSW,Maraylya,Maraylya Public School,Neich Rd,MARAYLYA,2765.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.5931,150.916
NSW,Maroota,Maroota Public School,Old Northern Rd,MAROOTA,2756.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.4639,150.997
NSW,Maroota South,Maroota South Community Centre,Wisemans Ferry Rd,SOUTH MAROOTA,2756.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.5234,150.944
NSW,Matthew Pearce,Matthew Pearce Public School,Astoria Park Rd,BAULKHAM HILLS,2153.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7578,150.96200000000002
NSW,Model Farms,Model Farms High School,Gooden Dr,BAULKHAM HILLS,2153.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7704,150.972
NSW,Mowll,"Dover Hall, Mowll Village",Hilliard Dr,CASTLE HILL,2154.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7271,151.023
NSW,Muirfield,Muirfield Technology High School,Barclay Rd,NORTH ROCKS,2151.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7652,151.02100000000002
NSW,Murray Farm,Murray Farm Public School,Tracey Ave,CARLINGFORD,2118.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7658,151.039
NSW,Oakhill Drive,Oakhill Drive Public School,Oakhill & Westminster Drives,CASTLE HILL,2154.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-33.722,151.023
NSW,Oakville,Oakville Public School,Oakville Rd,OAKVILLE,2765.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-33.6207,150.872
NSW,Pitt Town,Pitt Town Public School,Buckingham St,PITT TOWN,2756.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-33.584,150.861
NSW,Rondelay,Excelsior Public School,Rondelay Dr,CASTLE HILL,2154.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7408,150.991
NSW,Rouse Hill,Rouse Hill Public School,Windsor Rd,ROUSE HILL,2153.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.6754,150.91
NSW,Samuel Gilbert,Samuel Gilbert Public School,Ridgecrop Dr & Gilbert Rd,CASTLE HILL,2154.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7142,150.993
